alert_id,transaction_id,customer_id,transaction_time,channel,amount,country,merchant_category,fraud_risk_score,risk_level,detected_pattern,device_id,counterparty_id,disposition
FRD00394,TX306898,CUST20547,2026-05-15 14:34:00,Wire,2529.97,United States,Crypto Exchange,84,Critical,Repeated Counterparty,DEV2392,CP99999,False Positive
FRD00395,TX306921,CUST20645,2026-02-06 00:34:00,Card,2674.35,Brazil,Travel,61,High,Velocity Spike,DEV2457,CP12457,False Positive
FRD00396,TX306955,CUST20290,2026-06-04 20:51:00,P2P,147265.62,United Arab Emirates,Crypto Exchange,100,Critical,Unusual Amount,DEV5308,CP11800,Pending
FRD00397,TX306987,CUST20489,2026-05-29 17:01:00,Wire,16922.62,United States,Services,90,Critical,Unusual Amount,DEV1745,CP12478,False Positive
FRD00398,TX307003,CUST20491,2026-08-07 22:39:00,Wire,6465.44,United States,Luxury,72,High,Unusual Amount,DEV3614,CP13065,Pending
FRD00399,TX307016,CUST20160,2026-09-09 10:46:00,Card,87980.23,United States,Gaming,100,Critical,Unusual Amount,DEV6689,CP10535,Pending
FRD00400,TX307068,CUST20497,2026-01-06 18:18:00,Card,2958.93,United States,Grocery,72,High,Account Takeover,DEV1662,CP10341,Escalated
FRD00401,TX307070,CUST20174,2026-02-08 08:55:00,Wire,5805.3,United States,Services,67,High,Unusual Amount,DEV1287,CP13599,Pending
FRD00402,TX307105,CUST20658,2026-09-10 22:56:00,Wire,3494.39,Mexico,Fuel,72,High,Unusual Amount,DEV3725,CP11429,Pending
FRD00403,TX307131,CUST20263,2026-06-01 21:30:00,Cash Deposit,11792.53,Nigeria,Electronics,60,High,Unusual Amount,DEV1528,CP10271,Confirmed Fraud
FRD00404,TX307155,CUST20176,2026-05-07 07:38:00,Wire,12065.64,United States,Travel,65,High,Unusual Amount,DEV1551,CP13551,Escalated
FRD00405,TX307157,CUST20430,2026-06-22 00:47:00,Wire,3118.64,Nigeria,Crypto Exchange,65,High,Geo Anomaly,DEV1134,CP10076,Pending
FRD00406,TX307214,CUST20360,2026-08-26 04:30:00,ACH,12825.33,Nigeria,Luxury,69,High,Unusual Amount,DEV1666,CP13049,Escalated
FRD00407,TX307225,CUST20011,2026-06-28 14:44:00,Wire,407.7,United States,Crypto Exchange,65,High,Rapid Fund Movement,DEV3419,CP11916,Pending
FRD00408,TX307229,CUST20456,2026-05-02 20:30:00,Check,7600.05,United States,Services,91,Critical,Unusual Amount,DEV1797,CP14498,Pending
FRD00409,TX307233,CUST20589,2026-08-14 12:22:00,Check,9292.04,Nigeria,Fuel,62,High,Unusual Amount,DEV4383,CP12678,Pending
FRD00410,TX307251,CUST20032,2026-06-09 04:31:00,Card,4848.79,United Arab Emirates,Gaming,73,High,Unusual Amount,DEV7981,CP11969,Escalated
FRD00411,TX307257,CUST20278,2026-03-05 04:27:00,ACH,6793.7,United States,Grocery,61,High,Velocity Spike,DEV6019,CP15852,Escalated
FRD00412,TX307272,CUST20119,2026-04-22 16:45:00,Cash Deposit,1521.61,United States,Retail,66,High,Velocity Spike,DEV5543,CP11443,False Positive
FRD00413,TX307386,CUST20677,2026-01-24 09:10:00,Cash Deposit,6449.11,United States,Gaming,68,High,Unusual Amount,DEV2116,CP10112,Pending
FRD00414,TX307409,CUST20326,2026-01-02 04:52:00,Card,9040.33,Canada,Gaming,100,Critical,Velocity Spike,DEV5524,CP13229,Pending
FRD00415,TX307422,CUST20296,2026-03-04 04:22:00,Check,5287.62,United States,Electronics,83,Critical,Unusual Amount,DEV2934,CP11319,Confirmed Fraud
FRD00416,TX307466,CUST20380,2026-01-29 09:01:00,P2P,7181.23,Nigeria,Gaming,68,High,Geo Anomaly,DEV5696,CP12078,False Positive
FRD00417,TX307470,CUST20045,2026-06-26 08:56:00,Card,16005.67,Brazil,Grocery,65,High,Unusual Amount,DEV2592,CP10231,Escalated
FRD00418,TX307475,CUST20314,2026-06-27 06:53:00,Card,3257.17,United States,Luxury,94,Critical,Velocity Spike,DEV7249,CP13162,False Positive
FRD00419,TX307477,CUST20671,2026-04-29 06:26:00,Wire,10967.25,United Kingdom,Luxury,61,High,Geo Anomaly,DEV1906,CP12785,False Positive
FRD00420,TX307482,CUST20651,2026-08-23 23:39:00,Card,1613.39,Turkey,Gaming,72,High,Account Takeover,DEV7852,CP10167,Escalated
FRD00421,TX307501,CUST20314,2026-06-28 05:10:00,Wire,10794.79,Nigeria,Fuel,100,Critical,Velocity Spike,DEV2294,CP11254,False Positive
FRD00422,TX307524,CUST20337,2026-07-19 19:36:00,ACH,2159.87,United Arab Emirates,Gaming,62,High,Unusual Amount,DEV3464,CP11179,Pending
FRD00423,TX307556,CUST20213,2026-07-10 14:56:00,Wire,19641.62,United States,Luxury,73,High,Unusual Amount,DEV5319,CP12358,False Positive
FRD00424,TX307585,CUST20237,2026-06-22 21:53:00,ATM,7947.16,United States,Luxury,77,High,Unusual Amount,DEV2695,CP12934,False Positive
FRD00425,TX307588,CUST20341,2026-01-23 14:48:00,Wire,2314.11,United Kingdom,Luxury,65,High,Geo Anomaly,DEV3581,CP13172,Escalated
FRD00426,TX307596,CUST20465,2026-09-10 00:06:00,Card,1870.65,Canada,Travel,79,High,Account Takeover,DEV6282,CP15707,Pending
FRD00427,TX307608,CUST20638,2026-02-15 19:40:00,P2P,19453.38,United States,Electronics,63,High,Unusual Amount,DEV7616,CP13566,False Positive
FRD00428,TX307609,CUST20108,2026-03-09 01:19:00,P2P,31338.61,United States,Services,96,Critical,Velocity Spike,DEV5485,CP14872,Confirmed Fraud
FRD00429,TX307611,CUST20461,2026-05-26 13:56:00,ACH,2179.86,United States,Fuel,61,High,Rapid Fund Movement,DEV7700,CP12628,Confirmed Fraud
FRD00430,TX307618,CUST20418,2026-09-09 09:58:00,P2P,8546.39,United Kingdom,Fuel,91,Critical,Unusual Amount,DEV5426,CP10133,False Positive
FRD00431,TX307625,CUST20066,2026-06-18 10:01:00,Wire,15661.97,Canada,Gaming,100,Critical,Unusual Amount,DEV6139,CP10835,Pending
FRD00432,TX307637,CUST20045,2026-08-12 13:15:00,Card,5071.12,United States,Retail,65,High,Unusual Amount,DEV2355,CP14447,Pending
FRD00433,TX307648,CUST20080,2026-03-24 14:31:00,Cash Deposit,20476.77,United States,Luxury,71,High,Unusual Amount,DEV3623,CP13398,Escalated
FRD00434,TX307658,CUST20195,2026-07-23 20:09:00,Card,1078.93,United States,Travel,65,High,Velocity Spike,DEV3165,CP12674,Pending
FRD00435,TX307699,CUST20079,2026-07-03 01:47:00,P2P,18204.57,Brazil,Luxury,100,Critical,Unusual Amount,DEV5019,CP12926,Pending
FRD00436,TX307719,CUST20547,2026-07-10 12:55:00,P2P,4301.43,United States,Grocery,96,Critical,Rapid Fund Movement,DEV4449,CP14018,Pending
FRD00437,TX307726,CUST20244,2026-02-10 23:16:00,P2P,17611.95,United Arab Emirates,Gaming,67,High,Unusual Amount,DEV3425,CP11250,Pending
FRD00438,TX307730,CUST20558,2026-06-14 09:46:00,P2P,11406.25,Brazil,Luxury,65,High,Geo Anomaly,DEV2391,CP12383,Pending
FRD00439,TX307731,CUST20014,2026-04-14 02:23:00,ACH,12740.59,United States,Luxury,67,High,Unusual Amount,DEV3300,CP14255,Pending
FRD00440,TX307746,CUST20086,2026-04-14 02:15:00,Card,704.39,United States,Gaming,72,High,Account Takeover,DEV4435,CP12780,False Positive
FRD00441,TX307755,CUST20611,2026-05-03 22:48:00,ATM,19382.8,Nigeria,Gaming,100,Critical,Unusual Amount,DEV7653,CP14647,False Positive
FRD00442,TX307761,CUST20255,2026-05-19 17:55:00,Card,1223.7,Turkey,Gaming,66,High,Geo Anomaly,DEV5676,CP15637,Pending
FRD00443,TX307766,CUST20611,2026-08-01 12:09:00,Wire,425.8,United Arab Emirates,Crypto Exchange,82,Critical,Rapid Fund Movement,DEV4485,CP11397,Escalated
FRD00444,TX307841,CUST20372,2026-02-24 05:22:00,P2P,22945.59,United States,Crypto Exchange,82,Critical,Unusual Amount,DEV6647,CP12427,False Positive
FRD00445,TX307846,CUST20443,2026-04-20 09:18:00,ATM,11482.25,Canada,Luxury,77,High,Unusual Amount,DEV3486,CP14582,Confirmed Fraud
FRD00446,TX307859,CUST20502,2026-02-10 17:03:00,Card,7422.76,United States,Travel,69,High,Unusual Amount,DEV3091,CP11920,False Positive
FRD00447,TX307871,CUST20737,2026-07-23 20:48:00,P2P,3823.23,United States,Grocery,63,High,Rapid Fund Movement,DEV7640,CP12246,False Positive
FRD00448,TX307882,CUST20326,2026-07-19 23:04:00,P2P,7617.28,United States,Luxury,77,High,Unusual Amount,DEV7962,CP14906,Pending
FRD00449,TX307911,CUST20611,2026-07-17 20:47:00,Card,4022.83,United States,Luxury,72,High,Unusual Amount,DEV3857,CP12936,Confirmed Fraud
FRD00450,TX307926,CUST20627,2026-07-26 15:19:00,Card,22559.44,United Kingdom,Gaming,100,Critical,Unusual Amount,DEV6429,CP11533,Pending
FRD00451,TX307943,CUST20262,2026-02-17 07:37:00,Card,17181.95,United States,Services,63,High,Unusual Amount,DEV1226,CP13858,Escalated
FRD00452,TX307955,CUST20580,2026-04-06 02:37:00,P2P,6330.44,United States,Gaming,80,Critical,Repeated Counterparty,DEV1585,CP99999,False Positive
FRD00453,TX307956,CUST20300,2026-07-08 20:32:00,Card,279.7,United Arab Emirates,Luxury,62,High,Geo Anomaly,DEV6632,CP10101,Pending
FRD00454,TX307959,CUST20213,2026-06-18 23:04:00,P2P,3909.41,United Arab Emirates,Fuel,67,High,Account Takeover,DEV7747,CP13373,Pending
FRD00455,TX307979,CUST20459,2026-02-26 10:10:00,Wire,28455.81,Turkey,Retail,67,High,Unusual Amount,DEV5200,CP13826,False Positive
FRD00456,TX307982,CUST20701,2026-08-10 01:26:00,P2P,5268.48,Nigeria,Retail,100,Critical,Geo Anomaly,DEV5666,CP10734,Confirmed Fraud
FRD00457,TX307990,CUST20600,2026-08-21 10:39:00,ATM,3252.3,Nigeria,Crypto Exchange,64,High,Repeated Counterparty,DEV7991,CP99999,Confirmed Fraud
FRD00458,TX307994,CUST20261,2026-07-19 10:23:00,Check,1424.36,India,Grocery,60,High,Velocity Spike,DEV1654,CP13155,False Positive
FRD00459,TX308049,CUST20080,2026-08-26 07:30:00,Check,8073.9,United States,Electronics,60,High,Unusual Amount,DEV4460,CP13429,Escalated
FRD00460,TX308056,CUST20457,2026-02-21 19:39:00,ACH,85438.2,United States,Gaming,93,Critical,Unusual Amount,DEV5574,CP10326,False Positive
FRD00461,TX308073,CUST20620,2026-01-21 11:08:00,Card,4643.98,United States,Grocery,100,Critical,Account Takeover,DEV6964,CP13978,Confirmed Fraud
FRD00462,TX308076,CUST20447,2026-02-11 21:38:00,ATM,4661.84,Canada,Retail,68,High,Unusual Amount,DEV3002,CP11484,Pending
FRD00463,TX308093,CUST20433,2026-03-28 06:27:00,ACH,219649.26,United Kingdom,Gaming,100,Critical,Unusual Amount,DEV1550,CP13639,False Positive
FRD00464,TX308101,CUST20213,2026-03-04 23:01:00,Card,23709.78,United States,Electronics,100,Critical,Unusual Amount,DEV2590,CP13166,Escalated
FRD00465,TX308103,CUST20667,2026-06-30 08:06:00,P2P,6375.49,Mexico,Electronics,62,High,Unusual Amount,DEV4940,CP13857,Pending
FRD00466,TX308107,CUST20367,2026-09-02 00:11:00,ACH,11200.63,Turkey,Grocery,100,Critical,Rapid Fund Movement,DEV7602,CP14466,Escalated
FRD00467,TX308117,CUST20488,2026-02-12 04:32:00,Check,12832.61,United States,Travel,66,High,Unusual Amount,DEV4664,CP14178,False Positive
FRD00468,TX308119,CUST20297,2026-05-30 08:12:00,P2P,3098.99,Turkey,Gaming,83,Critical,Rapid Fund Movement,DEV3081,CP13812,Pending
FRD00469,TX308128,CUST20159,2026-01-17 19:09:00,Wire,72521.1,Canada,Luxury,100,Critical,Unusual Amount,DEV4710,CP11833,Pending
FRD00470,TX308134,CUST20244,2026-07-02 15:04:00,Wire,8609.77,Turkey,Luxury,69,High,Unusual Amount,DEV4357,CP12956,Escalated
FRD00471,TX308204,CUST20385,2026-06-03 02:07:00,Check,6643.19,Canada,Electronics,61,High,Unusual Amount,DEV6517,CP10047,False Positive
FRD00472,TX308213,CUST20179,2026-06-28 08:12:00,Card,4443.86,Nigeria,Fuel,61,High,Velocity Spike,DEV1308,CP13383,False Positive
FRD00473,TX308289,CUST20330,2026-08-14 14:54:00,Card,4590.69,Brazil,Services,95,Critical,Account Takeover,DEV3669,CP11974,False Positive
FRD00474,TX308295,CUST20201,2026-08-06 21:49:00,P2P,21765.24,United States,Electronics,68,High,Unusual Amount,DEV6432,CP13382,Pending
FRD00475,TX308320,CUST20620,2026-03-22 05:40:00,Wire,3141.42,United States,Retail,64,High,Unusual Amount,DEV1437,CP11021,Escalated
FRD00476,TX308337,CUST20284,2026-05-24 19:23:00,ATM,336.02,Nigeria,Gaming,66,High,Repeated Counterparty,DEV7299,CP99999,Pending
FRD00477,TX308426,CUST20169,2026-02-17 08:32:00,ACH,38168.45,United States,Retail,61,High,Unusual Amount,DEV6080,CP15968,Escalated
FRD00478,TX308430,CUST20518,2026-03-24 20:23:00,Wire,3365.57,United States,Luxury,60,High,Geo Anomaly,DEV3818,CP13538,Pending
FRD00479,TX308450,CUST20260,2026-06-10 13:04:00,Check,3365.57,Canada,Travel,77,High,Velocity Spike,DEV7274,CP10015,Pending
FRD00480,TX308461,CUST20658,2026-01-26 13:24:00,Wire,11808.21,Turkey,Services,64,High,Unusual Amount,DEV4046,CP10440,Escalated
FRD00481,TX308465,CUST20475,2026-01-27 17:38:00,Card,32131.82,United States,Retail,70,High,Unusual Amount,DEV2493,CP10097,Escalated
FRD00482,TX308489,CUST20101,2026-06-23 05:24:00,Cash Deposit,11762.92,United States,Crypto Exchange,74,High,Unusual Amount,DEV2712,CP10065,Escalated
FRD00483,TX308498,CUST20681,2026-01-27 03:28:00,Card,17917.37,United Kingdom,Travel,61,High,Unusual Amount,DEV5665,CP10586,False Positive
FRD00484,TX308509,CUST20547,2026-05-11 08:16:00,ACH,2962.14,India,Gaming,77,High,Unusual Amount,DEV2017,CP12136,Escalated
FRD00485,TX308570,CUST20169,2026-06-24 16:27:00,Card,191.71,United States,Luxury,63,High,Velocity Spike,DEV6412,CP11850,Pending
FRD00486,TX308615,CUST20406,2026-08-07 07:46:00,P2P,9708.37,Turkey,Grocery,72,High,Unusual Amount,DEV6770,CP10858,Pending
FRD00487,TX308619,CUST20579,2026-07-14 07:18:00,Wire,1384.6,United States,Electronics,62,High,Rapid Fund Movement,DEV1020,CP10636,False Positive
FRD00488,TX308635,CUST20312,2026-07-21 14:17:00,P2P,27426.1,United Arab Emirates,Travel,60,High,Unusual Amount,DEV1248,CP15500,Pending
FRD00489,TX308640,CUST20156,2026-03-09 01:46:00,ACH,409.17,India,Retail,65,High,Velocity Spike,DEV7182,CP14633,False Positive
FRD00490,TX308645,CUST20704,2026-08-22 02:45:00,Card,7833.48,United Arab Emirates,Fuel,74,High,Geo Anomaly,DEV3977,CP14508,Escalated
FRD00491,TX308648,CUST20620,2026-05-14 09:02:00,Wire,2605.03,United States,Grocery,60,High,Unusual Amount,DEV2858,CP15308,Confirmed Fraud
FRD00492,TX308656,CUST20271,2026-08-30 11:11:00,Wire,1992.35,United States,Luxury,62,High,Repeated Counterparty,DEV1754,CP99999,False Positive
FRD00493,TX308686,CUST20283,2026-01-30 20:25:00,Card,2563.1,Turkey,Retail,65,High,Unusual Amount,DEV6980,CP10706,Escalated
FRD00494,TX308688,CUST20543,2026-09-03 14:58:00,Card,6362.34,United Kingdom,Luxury,83,Critical,Unusual Amount,DEV5950,CP14002,Escalated
FRD00495,TX308692,CUST20339,2026-07-15 11:31:00,P2P,3026.96,Turkey,Luxury,63,High,Unusual Amount,DEV6530,CP12987,Pending
FRD00496,TX308713,CUST20539,2026-04-14 12:30:00,Check,2492.29,Canada,Services,61,High,Unusual Amount,DEV6731,CP11198,False Positive
FRD00497,TX308783,CUST20035,2026-03-07 04:48:00,P2P,3593.47,United States,Gaming,67,High,Unusual Amount,DEV5764,CP15008,Escalated
FRD00498,TX308784,CUST20660,2026-02-25 20:59:00,ACH,1600.09,Turkey,Luxury,61,High,Geo Anomaly,DEV5348,CP13920,Pending
FRD00499,TX308812,CUST20372,2026-06-04 17:20:00,P2P,6399.66,United States,Services,97,Critical,Account Takeover,DEV6715,CP11409,Confirmed Fraud
FRD00500,TX308821,CUST20611,2026-05-10 23:45:00,Card,6423.38,United States,Retail,70,High,Unusual Amount,DEV3287,CP15800,Pending
FRD00501,TX308855,CUST20272,2026-06-16 01:22:00,ATM,26088.05,United States,Gaming,63,High,Unusual Amount,DEV5215,CP15501,Confirmed Fraud
FRD00502,TX308863,CUST20249,2026-08-29 04:18:00,ACH,31167.88,Turkey,Travel,100,Critical,Unusual Amount,DEV1253,CP14224,False Positive
FRD00503,TX308874,CUST20249,2026-04-02 16:41:00,ACH,4442.45,Nigeria,Grocery,62,High,Geo Anomaly,DEV1129,CP15723,False Positive
FRD00504,TX308878,CUST20401,2026-08-06 22:45:00,Wire,12039.3,Canada,Luxury,63,High,Unusual Amount,DEV1625,CP11537,False Positive
FRD00505,TX308882,CUST20406,2026-06-21 15:52:00,P2P,617.49,Turkey,Grocery,75,High,Rapid Fund Movement,DEV6995,CP11153,Pending
FRD00506,TX308904,CUST20048,2026-06-16 07:09:00,Wire,5878.63,Nigeria,Crypto Exchange,83,Critical,Unusual Amount,DEV3550,CP14624,Pending
FRD00507,TX308926,CUST20571,2026-07-23 14:23:00,P2P,7238.69,United States,Travel,83,Critical,Velocity Spike,DEV3685,CP13504,Pending
FRD00508,TX308933,CUST20622,2026-08-23 19:40:00,Card,12958.5,United Kingdom,Luxury,65,High,Unusual Amount,DEV7364,CP10827,Pending
FRD00509,TX308949,CUST20204,2026-08-21 20:32:00,Wire,1288.36,United States,Gaming,70,High,Rapid Fund Movement,DEV4503,CP12795,Confirmed Fraud
FRD00510,TX308963,CUST20575,2026-05-10 10:01:00,ACH,8431.29,United States,Fuel,60,High,Unusual Amount,DEV7943,CP13389,Escalated
FRD00511,TX308968,CUST20427,2026-06-10 21:47:00,Wire,9009.15,United States,Luxury,100,Critical,Unusual Amount,DEV7773,CP15242,Confirmed Fraud
FRD00512,TX308984,CUST20594,2026-08-23 14:00:00,Check,11578.84,United States,Luxury,60,High,Unusual Amount,DEV4768,CP11579,Confirmed Fraud
FRD00513,TX308991,CUST20119,2026-03-23 13:43:00,Card,25160.04,Canada,Fuel,94,Critical,Unusual Amount,DEV3251,CP15082,Confirmed Fraud
FRD00514,TX309001,CUST20371,2026-08-25 05:56:00,Check,3565.62,Brazil,Services,68,High,Unusual Amount,DEV4507,CP14477,Pending
FRD00515,TX309006,CUST20061,2026-04-22 07:51:00,Card,2317.54,United States,Grocery,86,Critical,Account Takeover,DEV4083,CP11888,Escalated
FRD00516,TX309035,CUST20080,2026-01-02 21:12:00,Card,4378.57,Mexico,Travel,67,High,Unusual Amount,DEV1092,CP12674,Pending
FRD00517,TX309046,CUST20397,2026-04-20 10:53:00,Wire,5229.54,Mexico,Services,67,High,Unusual Amount,DEV5069,CP12384,Escalated
FRD00518,TX309069,CUST20296,2026-06-23 22:18:00,P2P,6704.24,United States,Electronics,75,High,Repeated Counterparty,DEV1190,CP99999,Confirmed Fraud
FRD00519,TX309105,CUST20675,2026-09-04 03:18:00,Card,61975.92,United States,Crypto Exchange,100,Critical,Unusual Amount,DEV5447,CP11424,Pending
FRD00520,TX309106,CUST20595,2026-03-28 06:11:00,Card,5547.69,United States,Crypto Exchange,65,High,Unusual Amount,DEV4547,CP11277,False Positive
FRD00521,TX309143,CUST20397,2026-09-08 09:26:00,ATM,6000.94,United States,Fuel,60,High,Unusual Amount,DEV7705,CP12565,Confirmed Fraud
FRD00522,TX309147,CUST20174,2026-03-26 15:40:00,Check,1493.31,India,Services,69,High,Unusual Amount,DEV6430,CP14778,Escalated
FRD00523,TX309170,CUST20468,2026-07-31 11:45:00,ACH,4607.06,Canada,Electronics,86,Critical,Velocity Spike,DEV2689,CP14525,False Positive
FRD00524,TX309191,CUST20200,2026-06-06 23:47:00,ATM,8278.65,India,Crypto Exchange,75,High,Unusual Amount,DEV1309,CP14630,Pending
FRD00525,TX309202,CUST20553,2026-06-28 06:19:00,Cash Deposit,96717.62,United States,Retail,89,Critical,Unusual Amount,DEV1967,CP14422,Pending
FRD00526,TX309251,CUST20260,2026-06-05 03:45:00,P2P,15366.86,United States,Grocery,67,High,Unusual Amount,DEV3968,CP11999,Pending
FRD00527,TX309274,CUST20069,2026-02-21 13:19:00,Cash Deposit,5474.21,United Arab Emirates,Travel,63,High,Unusual Amount,DEV2163,CP11203,False Positive
FRD00528,TX309277,CUST20385,2026-08-22 10:50:00,ATM,1771.57,United States,Services,64,High,Unusual Amount,DEV2046,CP13659,Escalated
FRD00529,TX309313,CUST20070,2026-05-02 04:55:00,Card,6368.15,United States,Retail,64,High,Velocity Spike,DEV6648,CP11077,Confirmed Fraud
FRD00530,TX309315,CUST20476,2026-07-15 03:35:00,Wire,3209.21,Brazil,Luxury,70,High,Rapid Fund Movement,DEV6727,CP13930,False Positive
FRD00531,TX309333,CUST20566,2026-07-10 14:47:00,P2P,2670.17,United States,Services,78,High,Account Takeover,DEV6828,CP14225,Pending
FRD00532,TX309334,CUST20694,2026-02-01 18:09:00,Wire,6600.39,Brazil,Retail,81,Critical,Rapid Fund Movement,DEV6443,CP12686,Escalated
FRD00533,TX309343,CUST20353,2026-09-04 14:37:00,Card,870.69,Nigeria,Crypto Exchange,61,High,Geo Anomaly,DEV2346,CP14358,Escalated
FRD00534,TX309378,CUST20417,2026-04-03 07:58:00,P2P,789.99,United States,Services,75,High,Rapid Fund Movement,DEV5778,CP10920,Escalated
FRD00535,TX309424,CUST20597,2026-07-11 05:12:00,Card,603.96,United States,Gaming,62,High,Account Takeover,DEV2049,CP15505,False Positive
FRD00536,TX309439,CUST20287,2026-05-09 09:35:00,Card,74086.04,India,Grocery,100,Critical,Unusual Amount,DEV5534,CP15923,Pending
FRD00537,TX309450,CUST20350,2026-01-20 04:31:00,Card,2309.54,Brazil,Luxury,71,High,Velocity Spike,DEV1162,CP12007,Confirmed Fraud
FRD00538,TX309494,CUST20279,2026-07-09 18:54:00,Wire,5114.59,Mexico,Crypto Exchange,65,High,Geo Anomaly,DEV5276,CP13969,Pending
FRD00539,TX309495,CUST20408,2026-01-02 17:08:00,Wire,1259.57,United Arab Emirates,Grocery,66,High,Geo Anomaly,DEV5992,CP12289,Pending
FRD00540,TX309514,CUST20663,2026-06-30 05:35:00,P2P,4456.86,United States,Electronics,69,High,Unusual Amount,DEV4517,CP12847,Escalated
FRD00541,TX309519,CUST20436,2026-05-17 13:43:00,Cash Deposit,12215.88,United Arab Emirates,Retail,70,High,Unusual Amount,DEV6535,CP11742,Escalated
FRD00542,TX309529,CUST20593,2026-08-20 18:10:00,P2P,10775.71,Nigeria,Fuel,61,High,Unusual Amount,DEV7312,CP12069,Escalated
FRD00543,TX309546,CUST20639,2026-08-04 19:12:00,Wire,8334.39,India,Crypto Exchange,64,High,Geo Anomaly,DEV2968,CP15719,Pending
FRD00544,TX309552,CUST20064,2026-03-28 09:30:00,ACH,415.95,United States,Crypto Exchange,62,High,Rapid Fund Movement,DEV4582,CP12944,False Positive
FRD00545,TX309554,CUST20080,2026-04-30 13:50:00,Card,6143.78,Nigeria,Services,68,High,Unusual Amount,DEV1970,CP15354,Pending
FRD00546,TX309601,CUST20598,2026-04-30 12:57:00,ACH,4697.55,Mexico,Fuel,60,High,Unusual Amount,DEV6330,CP14051,Pending
FRD00547,TX309625,CUST20385,2026-03-26 21:55:00,Card,2521.34,Canada,Electronics,61,High,Unusual Amount,DEV3475,CP14431,False Positive
FRD00548,TX309652,CUST20727,2026-01-23 10:23:00,Wire,2199.85,United States,Fuel,71,High,Rapid Fund Movement,DEV4245,CP13639,False Positive
FRD00549,TX309678,CUST20159,2026-06-15 07:16:00,Check,6601.82,United States,Gaming,62,High,Unusual Amount,DEV3351,CP13969,False Positive
FRD00550,TX309681,CUST20412,2026-06-27 00:29:00,P2P,3308.42,India,Grocery,85,Critical,Account Takeover,DEV1267,CP13911,Escalated
FRD00551,TX309705,CUST20083,2026-03-05 22:23:00,Card,3913.84,United States,Crypto Exchange,62,High,Unusual Amount,DEV7881,CP15805,Pending
FRD00552,TX309712,CUST20174,2026-01-24 11:38:00,ATM,4427.75,United States,Gaming,61,High,Unusual Amount,DEV6448,CP12271,Confirmed Fraud
FRD00553,TX309776,CUST20216,2026-04-17 17:07:00,Check,14670.84,Nigeria,Crypto Exchange,100,Critical,Geo Anomaly,DEV3362,CP15210,Pending
FRD00554,TX309780,CUST20164,2026-06-03 21:37:00,Card,27414.77,United States,Travel,100,Critical,Unusual Amount,DEV1322,CP13131,Escalated
FRD00555,TX309801,CUST20102,2026-01-15 18:02:00,P2P,5542.39,Brazil,Gaming,60,High,Geo Anomaly,DEV3279,CP11760,Escalated
FRD00556,TX309807,CUST20008,2026-05-10 03:43:00,Card,5672.36,Brazil,Grocery,68,High,Unusual Amount,DEV2950,CP13525,Escalated
FRD00557,TX309819,CUST20095,2026-03-01 03:35:00,Cash Deposit,14887.48,Canada,Electronics,62,High,Unusual Amount,DEV1523,CP15771,Pending
FRD00558,TX309826,CUST20039,2026-02-13 05:12:00,Card,12691.98,United States,Gaming,74,High,Unusual Amount,DEV4668,CP15509,Confirmed Fraud
FRD00559,TX309831,CUST20598,2026-06-06 17:44:00,Card,6757.71,United States,Grocery,70,High,Unusual Amount,DEV1863,CP13049,Pending
FRD00560,TX309839,CUST20618,2026-03-16 20:07:00,ATM,3450.13,United States,Grocery,61,High,Unusual Amount,DEV6463,CP11157,False Positive
FRD00561,TX309875,CUST20371,2026-08-17 03:33:00,Card,3290.58,United States,Grocery,60,High,Unusual Amount,DEV4840,CP14056,Pending
FRD00562,TX309888,CUST20048,2026-01-17 00:38:00,Card,7271.36,India,Gaming,76,High,Unusual Amount,DEV5179,CP14139,False Positive
FRD00563,TX309913,CUST20385,2026-05-01 02:10:00,Card,2114.85,Turkey,Crypto Exchange,70,High,Unusual Amount,DEV7162,CP11450,False Positive
FRD00564,TX309938,CUST20654,2026-07-22 15:39:00,ACH,6489.37,United Kingdom,Grocery,61,High,Unusual Amount,DEV4950,CP10732,Pending
FRD00565,TX309973,CUST20598,2026-06-02 20:20:00,ACH,10255.72,United States,Travel,60,High,Unusual Amount,DEV5127,CP12807,Pending
FRD00566,TX309975,CUST20705,2026-01-23 05:44:00,Check,18459.82,United States,Electronics,100,Critical,Unusual Amount,DEV4645,CP12096,Pending
FRD00567,TX309995,CUST20409,2026-07-03 09:34:00,P2P,9391.58,United States,Travel,60,High,Unusual Amount,DEV3094,CP12522,False Positive
FRD00568,TX310029,CUST20337,2026-07-26 05:37:00,ACH,2280.55,Nigeria,Crypto Exchange,73,High,Unusual Amount,DEV1855,CP13505,Escalated
FRD00569,TX310034,CUST20234,2026-08-09 20:41:00,P2P,11502.57,United States,Electronics,100,Critical,Unusual Amount,DEV5274,CP13622,Escalated
FRD00570,TX310038,CUST20385,2026-02-09 23:46:00,Card,4061.33,United States,Gaming,74,High,Unusual Amount,DEV4638,CP10752,Escalated
FRD00571,TX310051,CUST20114,2026-08-01 00:53:00,Card,13184.14,United States,Gaming,65,High,Unusual Amount,DEV4358,CP10189,Pending
FRD00572,TX310072,CUST20025,2026-04-08 09:43:00,Card,1049.94,Nigeria,Crypto Exchange,69,High,Geo Anomaly,DEV4412,CP14008,Pending
FRD00573,TX310095,CUST20667,2026-08-06 23:49:00,P2P,5713.38,United States,Crypto Exchange,72,High,Unusual Amount,DEV5989,CP10525,Confirmed Fraud
