customer_id,customer_type,home_country,account_tenure_months,expected_monthly_volume,baseline_risk
CUST20570,Individual,Mexico,5,5567.92,Moderate
CUST20571,Individual,United States,84,8956.32,Low
CUST20572,Individual,United States,87,8889.42,Low
CUST20573,Individual,United States,88,3020.41,Low
CUST20574,Business,Canada,12,7172.2,Moderate
CUST20575,Individual,United States,98,6110.54,Moderate
CUST20576,Individual,United States,35,12107.23,High
CUST20577,Individual,Turkey,82,21567.61,High
CUST20578,Business,United States,32,6676.54,Low
CUST20579,Individual,United States,104,10012.99,Low
CUST20580,Individual,United Kingdom,102,6416.11,High
CUST20581,Individual,United States,13,9430.4,Moderate
CUST20582,Individual,India,81,5143.86,Low
CUST20583,Business,Brazil,86,11297.1,Low
CUST20584,Individual,Nigeria,64,10937.47,Low
CUST20585,Business,Canada,36,7168.83,Low
CUST20586,Individual,Canada,69,18580.52,Moderate
CUST20587,Individual,United States,60,8942.02,Low
CUST20588,Individual,United States,85,10920.76,Low
CUST20589,Individual,Mexico,53,7754.34,Moderate
CUST20590,Individual,United States,84,9709.43,Low
CUST20591,Individual,India,21,29034.05,Low
CUST20592,Individual,United States,59,18139.72,Moderate
CUST20593,Individual,Nigeria,77,8993.08,Low
CUST20594,Business,United States,55,10025.62,Low
CUST20595,Individual,United States,2,3352.79,Low
CUST20596,Individual,United States,15,23680.17,Low
CUST20597,Individual,United States,19,35306.17,High
CUST20598,Individual,United Arab Emirates,37,4449.34,High
CUST20599,Individual,United States,6,33611.6,Moderate
CUST20600,Business,Turkey,48,52956.34,Low
CUST20601,Individual,India,8,33863.14,Low
CUST20602,Individual,United States,86,22635.43,Low
CUST20603,Individual,United Kingdom,105,30866.63,Low
CUST20604,Individual,United States,114,21238.63,Low
CUST20605,Individual,United States,39,12066.0,Moderate
CUST20606,Individual,United States,63,21613.39,Moderate
CUST20607,Individual,United States,70,4019.57,Moderate
CUST20608,Individual,United States,77,6561.92,Low
CUST20609,Business,Canada,92,25072.43,High
CUST20610,Individual,United States,42,7382.01,Moderate
CUST20611,Business,Mexico,44,2849.25,Low
CUST20612,Business,United States,11,8950.11,Low
CUST20613,Individual,United States,35,17465.81,Low
CUST20614,Individual,Brazil,66,29269.12,High
CUST20615,Business,United States,59,53089.14,Low
CUST20616,Business,United States,77,13875.11,Low
CUST20617,Individual,United Kingdom,76,11509.01,Low
CUST20618,Individual,Canada,90,30128.58,Moderate
CUST20619,Business,Nigeria,1,3299.98,Moderate
CUST20620,Individual,United States,37,2552.49,Low
CUST20621,Individual,United States,8,19536.12,Moderate
CUST20622,Individual,India,98,6996.86,High
CUST20623,Individual,United States,63,37752.18,Low
CUST20624,Individual,Mexico,110,16068.35,Low
CUST20625,Individual,United Kingdom,7,26441.51,High
CUST20626,Individual,Mexico,119,43715.7,Low
CUST20627,Individual,United States,48,5282.36,High
CUST20628,Individual,Canada,18,23353.62,High
CUST20629,Business,United States,67,10604.26,Moderate
CUST20630,Individual,India,53,18199.72,Low
CUST20631,Business,Nigeria,115,4719.53,Low
CUST20632,Individual,United States,94,16662.19,Moderate
CUST20633,Individual,United Arab Emirates,44,21304.78,Low
CUST20634,Individual,United States,28,33972.44,Low
CUST20635,Individual,United States,114,30140.55,High
CUST20636,Individual,United Kingdom,10,7175.28,Low
CUST20637,Individual,United Kingdom,41,34850.14,Low
CUST20638,Individual,United States,58,9119.22,Low
CUST20639,Individual,United States,66,16239.51,Moderate
CUST20640,Individual,United States,88,16080.8,Low
CUST20641,Individual,United Kingdom,26,17051.92,Low
CUST20642,Individual,United States,41,18643.26,Low
CUST20643,Business,United States,114,10228.88,Low
CUST20644,Individual,United States,88,46897.05,Low
CUST20645,Individual,United States,6,35834.75,Moderate
CUST20646,Business,Mexico,78,24317.48,Low
CUST20647,Individual,United States,67,39449.93,Low
CUST20648,Individual,United Kingdom,3,4886.07,High
CUST20649,Individual,Brazil,101,28617.1,Low
CUST20650,Individual,United States,106,9021.1,Low
CUST20651,Business,United States,42,4935.08,Low
CUST20652,Individual,Canada,42,39533.34,Low
CUST20653,Business,United States,52,9747.82,Moderate
CUST20654,Business,United States,1,6453.71,Low
CUST20655,Individual,Nigeria,93,9622.97,Low
CUST20656,Individual,India,15,6743.36,Low
CUST20657,Individual,United States,27,33940.53,Low
CUST20658,Individual,United States,68,2275.22,Low
CUST20659,Business,United States,39,122017.84,Moderate
CUST20660,Individual,United States,47,14460.01,High
CUST20661,Individual,Mexico,85,41110.22,High
CUST20662,Business,Canada,108,87572.25,Moderate
CUST20663,Individual,Mexico,59,4111.43,Low
CUST20664,Individual,United States,34,21204.05,Low
CUST20665,Business,United States,15,28101.45,Low
CUST20666,Individual,United States,33,25452.82,Low
CUST20667,Business,United States,3,4070.88,Low
CUST20668,Individual,United States,65,5288.51,Moderate
CUST20669,Individual,Brazil,26,40072.96,Low
CUST20670,Individual,United States,79,15442.85,Moderate
CUST20671,Individual,Brazil,25,11991.62,Low
CUST20672,Individual,United States,120,12756.3,Low
CUST20673,Individual,United States,46,17033.61,High
CUST20674,Individual,United States,70,4158.13,High
CUST20675,Business,United States,81,8944.92,Moderate
CUST20676,Individual,United States,4,11491.5,Moderate
CUST20677,Business,United States,87,4108.09,Low
CUST20678,Individual,United States,21,14632.82,Low
CUST20679,Individual,India,13,26913.85,Low
CUST20680,Individual,United States,44,14693.29,Low
CUST20681,Individual,United Kingdom,5,13693.02,Low
CUST20682,Business,United Kingdom,106,36113.06,Low
CUST20683,Individual,United States,14,38887.5,Low
CUST20684,Individual,United Kingdom,1,18126.4,Low
CUST20685,Individual,United States,4,18977.44,Moderate
CUST20686,Individual,United States,56,18508.61,Low
CUST20687,Individual,Canada,45,14039.73,Low
CUST20688,Business,United States,54,25561.35,Low
CUST20689,Business,United Arab Emirates,118,15119.06,Moderate
CUST20690,Individual,United States,88,41450.27,Low
CUST20691,Individual,United States,38,8478.2,Low
CUST20692,Individual,Brazil,28,24062.19,Moderate
CUST20693,Business,United Arab Emirates,2,15546.41,Low
CUST20694,Individual,Mexico,69,14054.86,Moderate
CUST20695,Individual,United States,90,22435.69,Low
CUST20696,Individual,United Kingdom,68,4947.46,High
CUST20697,Individual,Canada,39,37525.56,Low
CUST20698,Individual,United States,104,9643.76,Low
CUST20699,Individual,Mexico,3,8896.52,Low
CUST20700,Individual,United States,71,7172.07,Low
CUST20701,Individual,Canada,118,1715.92,Low
CUST20702,Individual,United States,25,17851.19,Low
CUST20703,Individual,United Kingdom,5,13639.74,Low
CUST20704,Business,United States,12,8353.17,Low
CUST20705,Individual,India,47,3814.49,Moderate
CUST20706,Individual,United States,79,7922.71,Low
CUST20707,Individual,United Kingdom,104,11965.56,Low
CUST20708,Individual,United States,32,21004.15,Moderate
CUST20709,Individual,Mexico,89,27752.53,Low
CUST20710,Individual,United States,24,12627.03,Moderate
CUST20711,Individual,Turkey,1,17583.3,High
CUST20712,Individual,United States,31,48979.73,High
CUST20713,Individual,United States,15,18043.08,Low
CUST20714,Business,United States,101,11745.07,Moderate
CUST20715,Individual,Nigeria,54,6906.04,Low
CUST20716,Individual,United Kingdom,2,22097.43,Low
CUST20717,Individual,Nigeria,87,15825.77,Moderate
CUST20718,Individual,United States,50,5771.23,Low
CUST20719,Business,India,18,4792.58,Moderate
CUST20720,Individual,Nigeria,73,15907.6,Low
CUST20721,Individual,United States,11,9481.98,Moderate
CUST20722,Individual,United States,12,8556.04,Low
CUST20723,Individual,Mexico,32,11740.55,Low
CUST20724,Individual,India,91,16265.1,Moderate
CUST20725,Individual,United States,37,7153.25,Low
CUST20726,Business,United Arab Emirates,77,11791.83,Low
CUST20727,Individual,Nigeria,3,25277.52,High
CUST20728,Individual,United States,88,11169.4,Low
CUST20729,Individual,United States,86,11292.77,High
CUST20730,Individual,Brazil,81,7463.7,Moderate
CUST20731,Individual,United States,3,5387.24,Moderate
CUST20732,Individual,United States,11,7087.79,Moderate
CUST20733,Business,United States,109,12580.9,Moderate
CUST20734,Individual,United Kingdom,63,13214.07,Low
CUST20735,Business,Canada,82,7235.53,Low
CUST20736,Individual,United States,79,2161.87,High
CUST20737,Individual,United States,83,12442.11,Low
CUST20738,Individual,Brazil,73,35254.83,Low
CUST20739,Individual,United States,30,16085.63,Low
CUST20740,Individual,United States,67,15401.15,Low
CUST20741,Individual,United States,73,10795.76,Low
CUST20742,Business,India,60,16512.13,Low
CUST20743,Individual,Nigeria,42,24174.19,Moderate
CUST20744,Individual,United Kingdom,107,19427.42,High
CUST20745,Individual,United States,93,11036.49,Low
CUST20746,Business,India,18,19243.94,Low
CUST20747,Individual,Brazil,51,8258.78,High
CUST20748,Individual,United States,10,20942.6,Low
CUST20749,Individual,United States,85,23696.57,High
