transaction_id,customer_id,transaction_time,channel,merchant_category,amount,country,device_id,counterparty_id,injected_pattern,expected_monthly_volume,home_country,amount_to_expected_ratio,cross_border_flag,fraud_risk_score,risk_level,flagged,detected_pattern
TX302222,CUST20438,2026-06-26 00:40:00,Card,Gaming,1632.36,United Arab Emirates,DEV4107,CP14967,Normal,46511.54,United Kingdom,0.03509580633107396,1,25,Low,0,Behavioral Anomaly
TX302223,CUST20497,2026-05-03 08:48:00,Check,Retail,356.03,Nigeria,DEV6153,CP14202,Normal,23557.24,United Kingdom,0.015113400381368953,1,21,Low,0,Behavioral Anomaly
TX302224,CUST20503,2026-05-01 02:48:00,Wire,Retail,1292.62,United States,DEV4952,CP14865,Normal,5872.71,United States,0.2201062201266536,0,30,Moderate,0,Behavioral Anomaly
TX302225,CUST20155,2026-04-06 10:10:00,Check,Grocery,2643.22,United States,DEV1160,CP15420,Normal,13255.31,Nigeria,0.19940838803468194,1,21,Low,0,Behavioral Anomaly
TX302226,CUST20272,2026-03-19 05:45:00,P2P,Gaming,1360.85,Brazil,DEV6627,CP14978,Normal,4695.2,United States,0.2898385585278582,1,27,Low,0,Geo Anomaly
TX302227,CUST20689,2026-07-01 09:47:00,Card,Travel,1544.81,United States,DEV5322,CP12053,Normal,15119.06,United Arab Emirates,0.10217632577686708,1,21,Low,0,Behavioral Anomaly
TX302228,CUST20242,2026-03-25 12:37:00,Check,Fuel,4921.48,United States,DEV6864,CP12899,Normal,3148.14,United States,1.5632976932410882,0,51,Moderate,0,Unusual Amount
TX302229,CUST20326,2026-01-17 02:27:00,ACH,Services,94.26,Nigeria,DEV4375,CP11947,Velocity Spike,2472.93,United Arab Emirates,0.03811672793002633,1,59,Moderate,0,Velocity Spike
TX302230,CUST20190,2026-02-16 13:45:00,Card,Retail,385.56,Brazil,DEV1693,CP13656,Normal,16066.57,United States,0.023997654757673854,1,14,Low,0,Behavioral Anomaly
TX302231,CUST20035,2026-04-24 05:39:00,Card,Crypto Exchange,1331.23,United States,DEV1164,CP15321,Normal,2527.93,United States,0.5266087272986198,0,46,Moderate,0,Behavioral Anomaly
TX302232,CUST20515,2026-01-22 17:06:00,ATM,Fuel,1163.78,Mexico,DEV1058,CP15881,Normal,24077.96,Nigeria,0.048333828945641574,1,14,Low,0,Behavioral Anomaly
TX302233,CUST20276,2026-08-19 22:02:00,Card,Electronics,5952.34,United States,DEV5537,CP13888,Normal,6841.81,Canada,0.8699949282426725,1,43,Moderate,0,Behavioral Anomaly
TX302234,CUST20523,2026-05-28 22:32:00,ATM,Luxury,3133.46,United States,DEV7346,CP10059,Normal,22210.01,United States,0.14108323229030514,0,26,Low,0,Behavioral Anomaly
TX302235,CUST20605,2026-07-21 11:31:00,ATM,Services,3366.31,United States,DEV2941,CP11060,Normal,12066.0,United States,0.2789913807392674,0,22,Low,0,Behavioral Anomaly
TX302236,CUST20295,2026-07-15 13:46:00,Check,Gaming,1052.26,United States,DEV6009,CP14687,Normal,9185.93,Brazil,0.11455127570099054,1,33,Moderate,0,Behavioral Anomaly
TX302237,CUST20604,2026-07-05 11:23:00,ATM,Grocery,5943.01,Turkey,DEV6495,CP10505,Normal,21238.63,United States,0.27982077940055455,1,13,Low,0,Behavioral Anomaly
TX302238,CUST20292,2026-08-10 08:37:00,Wire,Gaming,298.19,United States,DEV5988,CP12001,Normal,33201.36,India,0.00898125859904534,1,35,Moderate,0,Geo Anomaly
TX302239,CUST20547,2026-04-10 11:20:00,Card,Services,477.19,Canada,DEV4466,CP14482,Normal,2089.02,United States,0.22842768379431505,1,13,Low,0,Behavioral Anomaly
TX302240,CUST20670,2026-03-12 19:36:00,Card,Crypto Exchange,197.19,Canada,DEV1873,CP12947,Normal,15442.85,United States,0.012769016081876078,1,39,Moderate,0,Behavioral Anomaly
TX302241,CUST20576,2026-03-26 21:39:00,ACH,Fuel,2018.01,Canada,DEV3272,CP10086,Normal,12107.23,United States,0.16667809234647396,1,27,Low,0,Behavioral Anomaly
TX302242,CUST20557,2026-07-09 11:17:00,Wire,Gaming,2297.01,United States,DEV2493,CP15028,Normal,5770.29,United Kingdom,0.3980753133724649,1,34,Moderate,0,Geo Anomaly
TX302243,CUST20466,2026-02-23 10:45:00,Wire,Retail,756.29,United States,DEV4760,CP10468,Normal,16963.71,United States,0.0445828182632219,0,11,Low,0,Behavioral Anomaly
TX302244,CUST20713,2026-02-24 01:40:00,ATM,Services,2465.87,United States,DEV4676,CP13078,Normal,18043.08,United States,0.13666569122344963,0,3,Low,0,Behavioral Anomaly
TX302245,CUST20002,2026-04-21 01:14:00,P2P,Electronics,234.01,Mexico,DEV5549,CP11892,Normal,17730.74,India,0.01319798271250946,1,31,Moderate,0,Geo Anomaly
TX302246,CUST20716,2026-02-28 07:01:00,Check,Luxury,2166.65,United States,DEV5293,CP10725,Normal,22097.43,United Kingdom,0.0980498637171834,1,19,Low,0,Behavioral Anomaly
TX302247,CUST20628,2026-04-15 03:36:00,Card,Travel,3229.11,United States,DEV7016,CP11170,Normal,23353.62,Canada,0.13827021249810523,1,25,Low,0,Behavioral Anomaly
TX302248,CUST20060,2026-05-20 07:21:00,ATM,Luxury,5003.48,United States,DEV6508,CP15235,Normal,4203.59,Canada,1.1902873496225843,1,59,Moderate,0,Unusual Amount
TX302249,CUST20342,2026-02-02 03:13:00,ATM,Grocery,694.1,United States,DEV3761,CP14376,Normal,8509.74,Canada,0.08156535922366606,1,23,Low,0,Behavioral Anomaly
TX302250,CUST20466,2026-08-20 16:55:00,ACH,Gaming,7494.45,United States,DEV6190,CP10217,Normal,16963.71,United States,0.441793098325779,0,47,Moderate,0,Behavioral Anomaly
TX302251,CUST20331,2026-09-09 12:14:00,ATM,Services,6092.42,United States,DEV7624,CP13623,Normal,13183.58,United States,0.4621218212352032,0,41,Moderate,0,Behavioral Anomaly
TX302252,CUST20106,2026-05-28 07:53:00,Card,Travel,1497.64,Turkey,DEV4176,CP15476,Normal,16129.39,United Arab Emirates,0.09285162055105618,1,31,Moderate,0,Behavioral Anomaly
TX302253,CUST20598,2026-02-14 12:41:00,Wire,Retail,5014.34,United States,DEV5737,CP13161,Normal,4449.34,United Arab Emirates,1.126985125883839,1,76,High,1,Unusual Amount
TX302254,CUST20388,2026-02-16 23:12:00,ACH,Crypto Exchange,2412.02,United States,DEV2853,CP15502,Normal,16115.94,United States,0.14966672747602683,0,18,Low,0,Behavioral Anomaly
TX302255,CUST20271,2026-02-06 09:07:00,P2P,Travel,3051.95,United States,DEV5259,CP12533,Normal,25210.97,Nigeria,0.12105642900689659,1,23,Low,0,Geo Anomaly
TX302256,CUST20548,2026-04-05 01:46:00,Check,Grocery,412.44,Nigeria,DEV6689,CP13611,Normal,80512.42,Canada,0.005122687903307341,1,21,Low,0,Behavioral Anomaly
TX302257,CUST20036,2026-08-12 20:44:00,P2P,Fuel,475.98,United States,DEV1099,CP13312,Normal,10565.13,India,0.045051977590431926,1,31,Moderate,0,Geo Anomaly
TX302258,CUST20169,2026-03-08 13:07:00,P2P,Grocery,312.48,United States,DEV1525,CP10976,Normal,7949.81,United States,0.03930659978037211,0,12,Low,0,Behavioral Anomaly
TX302259,CUST20652,2026-04-03 10:28:00,Wire,Electronics,18065.88,Mexico,DEV5304,CP10557,Unusual Amount,39533.34,Canada,0.45697833777768343,1,87,Critical,1,Unusual Amount
TX302260,CUST20733,2026-01-05 08:04:00,ACH,Crypto Exchange,4110.4,Brazil,DEV5309,CP14460,Normal,12580.9,United States,0.32671748444069976,1,37,Moderate,0,Behavioral Anomaly
TX302261,CUST20599,2026-05-27 15:27:00,Wire,Fuel,1833.41,United States,DEV5051,CP15098,Normal,33611.6,United States,0.054546942127122786,0,21,Low,0,Behavioral Anomaly
TX302262,CUST20351,2026-01-01 07:37:00,Check,Services,5178.21,United States,DEV7951,CP13209,Normal,50426.91,United States,0.10268743414974266,0,9,Low,0,Behavioral Anomaly
TX302263,CUST20587,2026-04-19 05:28:00,Card,Services,1087.33,United States,DEV4103,CP12562,Normal,8942.02,United States,0.1215978045229154,0,22,Low,0,Behavioral Anomaly
TX302264,CUST20599,2026-01-19 19:51:00,Card,Crypto Exchange,2576.13,United States,DEV6315,CP14668,Normal,33611.6,United States,0.07664407525973177,0,31,Moderate,0,Behavioral Anomaly
TX302265,CUST20603,2026-02-20 02:07:00,Card,Fuel,171.86,Turkey,DEV6088,CP14461,Normal,30866.63,United Kingdom,0.00556782518856124,1,12,Low,0,Behavioral Anomaly
TX302266,CUST20154,2026-01-17 22:57:00,Wire,Luxury,5858.13,Mexico,DEV6104,CP11473,Normal,36577.66,Canada,0.16015595311455133,1,26,Low,0,Geo Anomaly
TX302267,CUST20215,2026-05-28 20:35:00,Check,Grocery,370.72,United Kingdom,DEV5656,CP14928,Normal,19602.24,Turkey,0.018912124328648153,1,18,Low,0,Behavioral Anomaly
TX302268,CUST20061,2026-03-22 02:19:00,Card,Gaming,1046.38,United Kingdom,DEV1307,CP11108,Normal,2645.51,Mexico,0.3955305404250976,1,19,Low,0,Behavioral Anomaly
TX302269,CUST20613,2026-07-31 16:08:00,Check,Electronics,2408.63,United States,DEV6157,CP12080,Normal,17465.81,United States,0.13790542780437895,0,9,Low,0,Behavioral Anomaly
TX302270,CUST20686,2026-01-09 12:55:00,Cash Deposit,Gaming,3915.38,Turkey,DEV2030,CP14109,Normal,18508.61,United States,0.21154370857671106,1,25,Low,0,Behavioral Anomaly
TX302271,CUST20480,2026-06-28 08:42:00,ACH,Services,264.39,Brazil,DEV6344,CP10782,Normal,18804.17,United Arab Emirates,0.014060179204931673,1,20,Low,0,Behavioral Anomaly
TX302272,CUST20647,2026-02-21 13:45:00,Cash Deposit,Services,3358.41,United States,DEV2249,CP10785,Normal,39449.93,United States,0.08513094953527167,0,8,Low,0,Behavioral Anomaly
TX302273,CUST20149,2026-05-22 05:26:00,Card,Travel,1111.76,United States,DEV7063,CP14229,Normal,23095.63,Nigeria,0.04813724501128568,1,31,Moderate,0,Behavioral Anomaly
TX302274,CUST20524,2026-05-10 20:06:00,Wire,Gaming,1189.13,United Kingdom,DEV3856,CP10379,Normal,19920.51,United States,0.05969375282058543,1,33,Moderate,0,Geo Anomaly
TX302275,CUST20111,2026-02-24 21:24:00,Card,Retail,1764.73,Canada,DEV5486,CP11400,Normal,25692.25,United States,0.06868725004622016,1,14,Low,0,Behavioral Anomaly
TX302276,CUST20651,2026-04-15 11:45:00,Cash Deposit,Services,5411.73,Canada,DEV1599,CP13222,Normal,4935.08,United States,1.0965840472697503,1,66,High,1,Unusual Amount
TX302277,CUST20431,2026-01-29 04:17:00,Wire,Travel,284.32,India,DEV4786,CP10250,Normal,3150.11,United States,0.09025716562278777,1,37,Moderate,0,Geo Anomaly
TX302278,CUST20480,2026-06-18 02:30:00,Cash Deposit,Grocery,737.41,United States,DEV6246,CP15092,Normal,18804.17,United Arab Emirates,0.039215237896700575,1,29,Low,0,Behavioral Anomaly
TX302279,CUST20040,2026-05-19 20:15:00,Wire,Services,170.78,United States,DEV6622,CP11225,Normal,15000.28,Mexico,0.011385120811078193,1,36,Moderate,0,Geo Anomaly
TX302280,CUST20526,2026-08-31 02:28:00,ACH,Electronics,10043.72,India,DEV5292,CP11923,Normal,28911.89,Brazil,0.3473906410130918,1,22,Low,0,Behavioral Anomaly
TX302281,CUST20088,2026-04-11 04:11:00,ACH,Crypto Exchange,3368.62,United States,DEV5206,CP12841,Normal,37800.64,Canada,0.08911542238438291,1,21,Low,0,Behavioral Anomaly
TX302282,CUST20209,2026-07-22 09:42:00,ATM,Travel,594.53,Nigeria,DEV1983,CP11338,Normal,26981.17,United Kingdom,0.022034996999759464,1,13,Low,0,Behavioral Anomaly
TX302283,CUST20502,2026-03-01 15:10:00,Check,Fuel,2616.23,Canada,DEV5134,CP13141,Normal,7026.74,Turkey,0.3723248618847432,1,12,Low,0,Behavioral Anomaly
TX302284,CUST20462,2026-07-28 01:56:00,Card,Services,801.56,United States,DEV7957,CP12573,Normal,15891.73,United States,0.05043881314369172,0,10,Low,0,Behavioral Anomaly
TX302285,CUST20198,2026-02-06 01:14:00,Card,Retail,991.59,United States,DEV2713,CP12354,Normal,18635.88,United States,0.05320864912201624,0,14,Low,0,Behavioral Anomaly
TX302286,CUST20380,2026-01-11 23:01:00,ATM,Crypto Exchange,3218.04,United States,DEV4251,CP13464,Normal,21758.67,United States,0.147896907301779,0,12,Low,0,Behavioral Anomaly
TX302287,CUST20002,2026-05-17 00:21:00,ATM,Retail,154.96,United States,DEV2577,CP99999,Repeated Counterparty,17730.74,India,0.008739623952525389,1,57,Moderate,0,Repeated Counterparty
TX302288,CUST20087,2026-02-08 16:25:00,Wire,Fuel,3748.74,United States,DEV4009,CP15597,Normal,13701.93,Mexico,0.27359211439556325,1,33,Moderate,0,Geo Anomaly
TX302289,CUST20743,2026-03-24 07:17:00,ACH,Electronics,974.26,United States,DEV6555,CP15955,Normal,24174.19,Nigeria,0.040301660572701715,1,13,Low,0,Behavioral Anomaly
TX302290,CUST20628,2026-03-24 11:14:00,Wire,Crypto Exchange,610.74,United States,DEV6521,CP15391,Normal,23353.62,Canada,0.02615183427665604,1,40,Moderate,0,Geo Anomaly
TX302291,CUST20359,2026-08-04 20:29:00,Card,Retail,6574.5,United States,DEV2429,CP12279,Normal,35860.97,Nigeria,0.18333302194558596,1,12,Low,0,Behavioral Anomaly
TX302292,CUST20529,2026-08-25 06:59:00,ACH,Grocery,580.23,United States,DEV3784,CP13787,Normal,51400.76,United States,0.01128835449125655,0,10,Low,0,Behavioral Anomaly
TX302293,CUST20402,2026-05-13 11:21:00,ACH,Luxury,1058.24,United States,DEV4339,CP14756,Normal,6065.78,Canada,0.17446066293205492,1,32,Moderate,0,Behavioral Anomaly
TX302294,CUST20357,2026-06-05 11:08:00,Wire,Fuel,3520.82,United States,DEV1158,CP13931,Rapid Fund Movement,15027.1,United States,0.23429803488364356,0,61,High,1,Rapid Fund Movement
TX302295,CUST20621,2026-01-03 13:45:00,ACH,Retail,1885.21,United States,DEV7369,CP11808,Normal,19536.12,United States,0.09649869063048344,0,14,Low,0,Behavioral Anomaly
TX302296,CUST20308,2026-02-18 18:58:00,Card,Grocery,1582.51,United States,DEV4401,CP14734,Normal,4702.6,United States,0.3365180963722196,0,8,Low,0,Behavioral Anomaly
TX302297,CUST20655,2026-01-25 00:01:00,Wire,Electronics,559.69,Turkey,DEV5705,CP10420,Normal,9622.97,Nigeria,0.058161877258268505,1,29,Low,0,Geo Anomaly
TX302298,CUST20140,2026-03-19 06:51:00,ACH,Gaming,184.16,United States,DEV2204,CP15311,Normal,6601.13,United States,0.02789825378382186,0,12,Low,0,Behavioral Anomaly
TX302299,CUST20373,2026-06-30 09:30:00,Wire,Electronics,353.74,United States,DEV3839,CP10622,Normal,35240.8,United States,0.01003779709881728,0,9,Low,0,Behavioral Anomaly
TX302300,CUST20431,2026-08-05 17:19:00,Card,Retail,1162.73,India,DEV4060,CP12911,Normal,3150.11,United States,0.36910774544380986,1,24,Low,0,Behavioral Anomaly
TX302301,CUST20590,2026-08-31 20:02:00,Check,Fuel,1046.46,United States,DEV1190,CP14994,Normal,9709.43,United States,0.10777769652801451,0,20,Low,0,Behavioral Anomaly
TX302302,CUST20120,2026-05-30 12:26:00,ACH,Luxury,2093.84,Nigeria,DEV5887,CP11701,Normal,3312.79,United States,0.6320473075564705,1,39,Moderate,0,Behavioral Anomaly
TX302303,CUST20528,2026-04-09 00:52:00,ATM,Crypto Exchange,2571.8,India,DEV7459,CP11478,Normal,3192.02,United States,0.805696706160989,1,43,Moderate,0,Behavioral Anomaly
TX302304,CUST20102,2026-08-24 03:56:00,ATM,Luxury,2930.97,United States,DEV7746,CP13962,Normal,5786.92,United Arab Emirates,0.5064818590891181,1,53,Moderate,0,Behavioral Anomaly
TX302305,CUST20705,2026-04-14 03:36:00,ATM,Travel,2218.36,Brazil,DEV4176,CP15339,Normal,3814.49,India,0.5815613620693724,1,49,Moderate,0,Behavioral Anomaly
TX302306,CUST20677,2026-07-07 10:57:00,Wire,Crypto Exchange,876.41,Turkey,DEV7924,CP11569,Normal,4108.09,United States,0.21333758510646064,1,43,Moderate,0,Geo Anomaly
TX302307,CUST20077,2026-07-11 05:03:00,Cash Deposit,Gaming,1911.1,United States,DEV5613,CP13725,Normal,16095.84,United States,0.11873254207298282,0,27,Low,0,Behavioral Anomaly
TX302308,CUST20438,2026-02-10 13:09:00,Check,Gaming,706.34,United Kingdom,DEV3710,CP11010,Normal,46511.54,United Kingdom,0.015186338702180148,0,10,Low,0,Behavioral Anomaly
TX302309,CUST20135,2026-09-06 14:28:00,ATM,Services,557.7,United States,DEV6090,CP15881,Normal,41384.69,Nigeria,0.013475998007958982,1,31,Moderate,0,Behavioral Anomaly
TX302310,CUST20346,2026-08-05 10:48:00,Cash Deposit,Gaming,1313.77,United States,DEV2029,CP15637,Normal,7473.28,United States,0.17579563458079986,0,21,Low,0,Behavioral Anomaly
TX302311,CUST20304,2026-01-29 18:54:00,Card,Electronics,8392.39,United States,DEV7890,CP11378,Normal,30786.76,United States,0.2725973762747363,0,21,Low,0,Behavioral Anomaly
TX302312,CUST20714,2026-09-04 17:42:00,Card,Crypto Exchange,484.07,Turkey,DEV7695,CP15693,Normal,11745.07,United States,0.04121473946089721,1,26,Low,0,Behavioral Anomaly
TX302313,CUST20682,2026-03-14 10:15:00,Check,Grocery,3299.47,United States,DEV3176,CP13945,Normal,36113.06,United Kingdom,0.0913650075623611,1,13,Low,0,Behavioral Anomaly
TX302314,CUST20084,2026-03-29 20:28:00,Card,Services,7747.74,United States,DEV7059,CP15082,Normal,4290.75,United States,1.8056843209229154,0,47,Moderate,0,Unusual Amount
TX302315,CUST20302,2026-02-02 11:06:00,Wire,Gaming,331.0,United States,DEV2645,CP12465,Normal,30924.17,United States,0.010703601745818886,0,21,Low,0,Behavioral Anomaly
TX302316,CUST20084,2026-02-13 09:02:00,ATM,Fuel,22155.27,United States,DEV4851,CP10860,Unusual Amount,4290.75,United States,5.163495892326517,0,100,Critical,1,Unusual Amount
TX302317,CUST20256,2026-02-02 04:15:00,P2P,Electronics,143.57,United States,DEV2126,CP14227,Normal,11986.77,Nigeria,0.011977371718986848,1,37,Moderate,0,Geo Anomaly
TX302318,CUST20538,2026-06-07 16:43:00,Cash Deposit,Gaming,328.04,United States,DEV2119,CP11265,Normal,15732.41,Nigeria,0.0208512236841018,1,32,Moderate,0,Behavioral Anomaly
TX302319,CUST20456,2026-08-26 04:15:00,Card,Gaming,432.4,Brazil,DEV6595,CP10766,Normal,3377.04,United States,0.12804112477198967,1,25,Low,0,Behavioral Anomaly
TX302320,CUST20455,2026-08-25 04:15:00,P2P,Retail,1278.94,United Arab Emirates,DEV3030,CP13080,Account Takeover,13079.31,United Arab Emirates,0.09778344576281166,0,70,High,1,Account Takeover
TX302321,CUST20238,2026-02-11 19:19:00,ACH,Travel,9043.61,Brazil,DEV4121,CP14206,Normal,8781.22,United Arab Emirates,1.0298808138276916,1,57,Moderate,0,Unusual Amount
TX302322,CUST20574,2026-04-24 07:53:00,Cash Deposit,Electronics,9490.72,India,DEV7896,CP11577,Normal,7172.2,Canada,1.3232648280862218,1,49,Moderate,0,Unusual Amount
TX302323,CUST20598,2026-05-01 14:50:00,Card,Gaming,2742.58,United States,DEV7204,CP11420,Normal,4449.34,United Arab Emirates,0.6164015337106177,1,44,Moderate,0,Behavioral Anomaly
TX302324,CUST20601,2026-01-27 07:37:00,Card,Luxury,1751.24,Canada,DEV3647,CP12993,Normal,33863.14,India,0.05171522782588974,1,26,Low,0,Behavioral Anomaly
TX302325,CUST20492,2026-04-21 05:07:00,ACH,Crypto Exchange,4527.17,United States,DEV1879,CP15455,Normal,88883.23,United States,0.05093390507973214,0,14,Low,0,Behavioral Anomaly
TX302326,CUST20427,2026-09-06 07:33:00,Cash Deposit,Gaming,3744.12,Canada,DEV7783,CP14665,Normal,5438.18,United States,0.6884876925736183,1,58,Moderate,0,Behavioral Anomaly
TX302327,CUST20716,2026-07-27 06:40:00,ATM,Gaming,7088.86,United States,DEV1732,CP12070,Normal,22097.43,United Kingdom,0.32080020165240936,1,19,Low,0,Behavioral Anomaly
TX302328,CUST20034,2026-08-24 22:15:00,Check,Luxury,10083.33,Canada,DEV3730,CP11434,Normal,9495.78,United States,1.0618748538824614,1,66,High,1,Unusual Amount
TX302329,CUST20743,2026-04-23 18:20:00,ACH,Crypto Exchange,1751.67,Brazil,DEV7169,CP15459,Normal,24174.19,Nigeria,0.07246033889863529,1,36,Moderate,0,Behavioral Anomaly
TX302330,CUST20364,2026-06-28 11:15:00,Card,Retail,4552.79,United States,DEV6912,CP11964,Normal,14695.62,United States,0.30980591495969545,0,20,Low,0,Behavioral Anomaly
TX302331,CUST20730,2026-04-22 00:56:00,Card,Grocery,2259.35,United States,DEV3496,CP14500,Normal,7463.7,Brazil,0.3027117917386819,1,22,Low,0,Behavioral Anomaly
TX302332,CUST20375,2026-07-02 20:02:00,Card,Grocery,4176.05,United States,DEV2496,CP12850,Normal,7385.6,United States,0.565431379982669,0,40,Moderate,0,Behavioral Anomaly
TX302333,CUST20349,2026-05-01 23:59:00,Card,Fuel,4546.65,Turkey,DEV4665,CP14657,Normal,5874.62,Canada,0.7739479319513431,1,33,Moderate,0,Behavioral Anomaly
TX302334,CUST20228,2026-05-23 16:46:00,Card,Travel,4001.46,United States,DEV5637,CP15945,Normal,10614.85,Mexico,0.3769681154232043,1,23,Low,0,Behavioral Anomaly
TX302335,CUST20370,2026-06-05 03:24:00,Card,Electronics,297.16,United Arab Emirates,DEV5200,CP15853,Normal,7216.8,Nigeria,0.04117614455160182,1,27,Low,0,Behavioral Anomaly
TX302336,CUST20282,2026-08-28 17:15:00,Card,Services,2644.83,United States,DEV1131,CP13584,Normal,5267.98,Canada,0.502057714721772,1,48,Moderate,0,Behavioral Anomaly
TX302337,CUST20042,2026-04-02 19:27:00,ATM,Services,899.96,Nigeria,DEV6965,CP12462,Normal,8230.21,United States,0.10934836413651658,1,16,Low,0,Behavioral Anomaly
TX302338,CUST20385,2026-07-09 15:02:00,Card,Crypto Exchange,2866.07,United States,DEV5170,CP15321,Normal,1411.81,Mexico,2.030067785325221,1,61,High,1,Unusual Amount
TX302339,CUST20184,2026-05-17 08:46:00,ACH,Retail,758.87,Brazil,DEV1550,CP10857,Normal,9256.67,United States,0.08198088513471907,1,15,Low,0,Behavioral Anomaly
TX302340,CUST20314,2026-06-13 13:21:00,Card,Grocery,1525.36,Mexico,DEV5449,CP10585,Normal,4243.81,Canada,0.3594317370476057,1,26,Low,0,Behavioral Anomaly
TX302341,CUST20204,2026-07-23 04:59:00,P2P,Fuel,373.48,United States,DEV5333,CP12434,Normal,11298.91,United States,0.033054515878080275,0,18,Low,0,Behavioral Anomaly
TX302342,CUST20731,2026-03-06 22:45:00,ACH,Grocery,198.18,United Kingdom,DEV5866,CP11833,Normal,5387.24,United States,0.036786926143999525,1,19,Low,0,Behavioral Anomaly
TX302343,CUST20264,2026-01-26 13:48:00,Cash Deposit,Fuel,2407.74,United States,DEV1870,CP13191,Normal,8098.17,Turkey,0.29731902392762805,1,20,Low,0,Behavioral Anomaly
TX302344,CUST20669,2026-09-07 10:41:00,Card,Luxury,676.04,United States,DEV1903,CP14974,Normal,40072.96,Brazil,0.016870228702846008,1,38,Moderate,0,Behavioral Anomaly
TX302345,CUST20390,2026-08-26 11:16:00,ATM,Fuel,8926.34,United States,DEV2923,CP11607,Normal,4384.15,United States,2.0360480366775775,0,49,Moderate,0,Unusual Amount
TX302346,CUST20730,2026-08-03 12:06:00,ACH,Luxury,2330.84,Mexico,DEV1170,CP13764,Normal,7463.7,Brazil,0.3122901509974946,1,18,Low,0,Behavioral Anomaly
TX302347,CUST20224,2026-04-19 10:02:00,P2P,Travel,2819.74,Canada,DEV5906,CP10938,Normal,9051.19,Nigeria,0.31153251671879606,1,30,Moderate,0,Geo Anomaly
TX302348,CUST20318,2026-01-23 05:41:00,ACH,Electronics,1685.45,United States,DEV4854,CP15726,Normal,10550.08,India,0.15975708241074948,1,11,Low,0,Behavioral Anomaly
TX302349,CUST20579,2026-01-07 04:38:00,P2P,Crypto Exchange,2291.31,United Arab Emirates,DEV2738,CP11429,Normal,10012.99,United States,0.22883374496529008,1,25,Low,0,Geo Anomaly
TX302350,CUST20116,2026-03-29 12:33:00,Wire,Travel,1098.47,Turkey,DEV4090,CP10809,Normal,10073.42,United States,0.10904638146726732,1,25,Low,0,Geo Anomaly
TX302351,CUST20495,2026-06-14 05:45:00,ATM,Crypto Exchange,591.21,United States,DEV1492,CP14650,Normal,32961.55,United Arab Emirates,0.017936353114462154,1,38,Moderate,0,Behavioral Anomaly
TX302352,CUST20725,2026-02-07 06:24:00,P2P,Grocery,747.84,Nigeria,DEV1401,CP14393,Normal,7153.25,United States,0.10454548631740818,1,17,Low,0,Geo Anomaly
TX302353,CUST20587,2026-01-06 13:20:00,ACH,Luxury,667.83,United States,DEV1344,CP13760,Normal,8942.02,United States,0.07468446726802222,0,26,Low,0,Behavioral Anomaly
TX302354,CUST20208,2026-05-09 06:04:00,Card,Electronics,1101.98,Nigeria,DEV5084,CP15013,Normal,5360.91,United States,0.2055583846772283,1,20,Low,0,Behavioral Anomaly
TX302355,CUST20221,2026-03-08 09:59:00,Card,Grocery,1097.84,United Arab Emirates,DEV6257,CP14650,Normal,10375.53,United States,0.10581049835526472,1,23,Low,0,Behavioral Anomaly
TX302356,CUST20447,2026-06-02 00:14:00,Card,Fuel,1441.18,United States,DEV6853,CP15430,Normal,4240.13,Turkey,0.33989052222455446,1,29,Low,0,Behavioral Anomaly
TX302357,CUST20108,2026-04-27 14:05:00,Wire,Luxury,316.15,United States,DEV7486,CP11854,Normal,22230.36,United States,0.01422154207129349,0,30,Moderate,0,Behavioral Anomaly
TX302358,CUST20574,2026-04-22 21:17:00,Card,Crypto Exchange,846.73,Canada,DEV7520,CP13985,Normal,7172.2,Canada,0.1180572209363933,0,16,Low,0,Behavioral Anomaly
TX302359,CUST20369,2026-01-08 22:47:00,ACH,Retail,1204.96,United States,DEV3570,CP11916,Normal,6578.8,Turkey,0.18315802273970938,1,13,Low,0,Behavioral Anomaly
TX302360,CUST20546,2026-07-05 06:37:00,P2P,Retail,1940.47,India,DEV4617,CP15294,Normal,17307.61,United States,0.11211657762105802,1,34,Moderate,0,Geo Anomaly
TX302361,CUST20698,2026-02-21 16:27:00,Card,Grocery,2307.59,United States,DEV2941,CP13826,Normal,9643.76,United States,0.23928322562983734,0,10,Low,0,Behavioral Anomaly
TX302362,CUST20204,2026-03-05 20:45:00,Card,Crypto Exchange,646.74,United States,DEV4826,CP11295,Normal,11298.91,United States,0.05723914961708696,0,16,Low,0,Behavioral Anomaly
TX302363,CUST20607,2026-01-31 00:06:00,Card,Fuel,3131.44,United States,DEV2509,CP15824,Normal,4019.57,United States,0.7790485051883659,0,24,Low,0,Behavioral Anomaly
TX302364,CUST20672,2026-08-26 18:22:00,Wire,Crypto Exchange,223.27,India,DEV4615,CP11474,Rapid Fund Movement,12756.3,United States,0.017502724144148385,1,64,High,1,Rapid Fund Movement
TX302365,CUST20457,2026-09-10 19:19:00,Card,Grocery,3985.86,United States,DEV6120,CP13313,Normal,9097.66,United States,0.43811925264298734,0,27,Low,0,Behavioral Anomaly
TX302366,CUST20241,2026-08-12 08:23:00,Card,Gaming,142.35,United States,DEV1434,CP15948,Normal,34686.45,United States,0.004103908010188417,0,16,Low,0,Behavioral Anomaly
TX302367,CUST20679,2026-03-18 10:13:00,ATM,Crypto Exchange,7127.51,United States,DEV6484,CP10223,Normal,26913.85,India,0.2648268456575332,1,25,Low,0,Behavioral Anomaly
